,에너지(cal),탄수화물(g),단백질(g),지방(g),당류(g),식이섬유(g),나트륨(mg),,흑미,현미,보리,차조,기장,율무,수수,찹쌀,적두,서리태
173,150.8873239,32.65478873,3.117183099,0.551549296,0.036760563,1.076056338,162.8450704,,14.08450704,35.21126761,35.21126761,0,0,1.408450704,0,0,0,14.08450704
174,145.701087,31.62353261,2.951902174,0.506847826,0.030706522,0.923369565,185.7554348,,10.86956522,29.89130435,39.13043478,2.173913043,2.173913043,0,2.173913043,10.86956522,0,2.717391304
175,152.1142857,33.13285714,3.010857143,0.597142857,0.075714286,1.12,90.2,,0,0,0,0,34.28571429,0,42.85714286,22.85714286,0,0
176,134.5714286,29.11535714,2.71202381,0.486071429,0.025595238,0.902380952,90.01190476,,13.0952381,35.71428571,19.04761905,0,0,0,0,32.14285714,0,0
177,114.6071429,24.90107143,2.355952381,0.306071429,0.041666667,0.966666667,74.76190476,,9.523809524,7.142857143,15.47619048,0,0,0,0,67.85714286,0,0
178,139.8,30.35,2.836,0.466,0.03,0.92,185.4,,0,40,40,0,0,0,0,20,0,0
179,139.2814371,30.29053892,2.855449102,0.441257485,0.042874251,1.013173653,190.6287425,,2.395209581,26.34730539,39.52095808,1.19760479,0,0.598802395,2.395209581,23.95209581,1.19760479,2.395209581
180,144.6585366,31.39634146,2.876585366,0.492682927,0.020731707,0.797560976,119.3414634,,12.19512195,34.14634146,24.3902439,0,12.19512195,0,0,17.07317073,0,0
181,155,33.295,3.045,0.745,0,0.8,2,,50,50,0,0,0,0,0,0,0,0
182,137.983871,29.94403226,2.801612903,0.461451613,0.033225806,0.922580645,154.5,,0,40.32258065,32.25806452,0,0,0,0,24.19354839,1.612903226,1.612903226
183,150.6666667,32.50038462,3.042564103,0.621538462,0.022820513,0.929487179,105.8461538,,8.974358974,55.12820513,21.79487179,2.564102564,0,0,2.564102564,0,0,8.974358974
184,141.4347826,30.64768116,2.853913043,0.50826087,0.025362319,0.901449275,148.2753623,,14.49275362,34.7826087,31.88405797,0,0,0,0,18.84057971,0,0
185,141.2758621,30.66931034,2.864137931,0.475517241,0.029310345,0.917241379,191.6206897,,0,41.37931034,41.37931034,0,0,0,0,17.24137931,0,0
186,132.2884615,28.83326923,2.718076923,0.365961538,0.040384615,0.961538462,222.6923077,,0,19.23076923,48.07692308,0,0,0,0,32.69230769,0,0
187,162.6666667,35.47666667,3.217777778,0.61,0.061111111,1.011111111,174.5555556,,11.11111111,0,22.22222222,0,33.33333333,0,33.33333333,0,0,0
188,131.1604938,28.36753086,2.634444444,0.465802469,0.025308642,0.883950617,55.04938272,,11.11111111,35.80246914,11.11111111,0,2.469135802,0,0,39.50617284,0,0
189,144.24,31.3321,2.938,0.5046,0.0474,0.979,144.99,,13,20,26,6,0,0,6,18,5,6
190,134.3333333,28.91666667,2.673333333,0.55,0.016666667,0.866666667,3,,0,66.66666667,0,0,0,0,0,33.33333333,0,0
191,160.640625,35.03578125,3.20203125,0.59296875,0.06015625,1.0328125,206.671875,,12.5,0,31.25,0,26.5625,0,29.6875,0,0,0
192,139.5,30.22472222,2.815833333,0.5025,0.025694444,0.902777778,129.6527778,,27.77777778,20.83333333,27.77777778,0,0,0,0,23.61111111,0,0
193,143.8235294,31.30211765,2.962705882,0.468470588,0.049294118,1.029411765,233.7058824,,7.058823529,18.82352941,47.05882353,0,0,0,5.882352941,12.94117647,2.352941176,5.882352941
194,132.4302326,28.62697674,2.655697674,0.481162791,0.023837209,0.879069767,51.96511628,,10.46511628,39.53488372,10.46511628,0,2.325581395,0,0,37.20930233,0,0
195,135.3157895,29.12263158,2.690526316,0.559473684,0.015789474,0.863157895,2.947368421,,0,68.42105263,0,0,0,0,0,31.57894737,0,0
196,128.6190476,27.86857143,2.608095238,0.428571429,0.030952381,0.923809524,90.33333333,,14.28571429,23.80952381,19.04761905,0,0,0,0,42.85714286,0,0
197,152.9,32.948,3.0565,0.6695,0.012,0.865,70.5,,50,30,15,0,0,0,0,0,0,5
198,125.5423729,27.19169492,2.55779661,0.439661017,0.044067797,1.027118644,72.06779661,,8.474576271,20.33898305,11.86440678,0,0,0,8.474576271,50.84745763,0,0
199,134.1666667,29.01666667,2.701666667,0.49,0.025,0.9,79.16666667,,16.66666667,33.33333333,16.66666667,0,0,0,0,33.33333333,0,0
200,178.328,38.81932,3.74848,0.60216,0.09444,1.814,101.572,,0,14.8,14.8,14.8,14.8,11.2,14.8,0,0,14.8
201,127.9242424,27.75469697,2.613181818,0.429090909,0.04469697,1.024242424,113.1060606,,7.575757576,18.18181818,21.21212121,0,0,0,7.575757576,45.45454545,0,0
202,142.2173913,30.75724638,2.854782609,0.544782609,0.021014493,0.884057971,108.5362319,,23.1884058,34.7826087,23.1884058,0,0,0,0,18.84057971,0,0
203,141.5121951,30.75792683,2.898536585,0.467926829,0.044634146,1.054878049,163.2682927,,14.63414634,17.07317073,32.92682927,1.219512195,1.219512195,1.219512195,3.658536585,24.3902439,1.219512195,2.43902439
204,138.3333333,30.04190476,2.81,0.457142857,0.030952381,0.923809524,176.8095238,,14.28571429,23.80952381,38.0952381,0,0,0,0,23.80952381,0,0
205,142.6666667,30.91833333,2.878333333,0.515,0.025,0.9,154.8333333,,16.66666667,33.33333333,33.33333333,0,0,0,0,16.66666667,0,0
206,132.847619,28.742,2.679238095,0.470571429,0.026666667,0.906666667,90.07619048,,0,46.66666667,19.04761905,0,0,0,0,34.28571429,0,0
207,134.6,29.143,2.714,0.476166667,0.029333333,0.895,76.78333333,,15,31.66666667,15,0,1.666666667,0,0,33.33333333,1.666666667,1.666666667
208,118.0769231,25.62615385,2.416153846,0.34,0.038461538,0.953846154,74.15384615,,7.692307692,15.38461538,15.38461538,0,0,0,0,61.53846154,0,0
209,128.66,28.1392,2.651,0.3045,0.0484,0.953,220.22,,7,0,46,0,3,0,0,42,2,0
210,144.3513854,31.31994962,2.919798489,0.505604534,0.027732997,0.912216625,187.7858942,,7.556675063,37.78337531,40.302267,0.377833753,0.377833753,0,0.629722922,12.59445844,0,0.377833753
211,145.8588235,31.81717647,3.019176471,0.437058824,0.062588235,1.145882353,181.5882353,,10.58823529,10.58823529,34.11764706,2.352941176,2.352941176,2.352941176,3.529411765,22.35294118,5.882352941,5.882352941
212,134.575,29.20075,2.732,0.44125,0.03125,0.925,151.425,,0,37.5,32.5,0,0,0,0,30,0,0
213,135.6756757,29.38513514,2.74027027,0.478648649,0.027027027,0.908108108,114.0540541,,13.51351351,32.43243243,24.32432432,0,0,0,0,29.72972973,0,0
214,131.4189189,28.44297297,2.654189189,0.460810811,0.027702703,0.910810811,83.41891892,,12.16216216,32.43243243,17.56756757,0,0,0,0,37.83783784,0,0
215,158.1842105,34.63631579,3.093947368,0.408684211,0.019736842,0.602631579,199.7631579,,21.05263158,0,39.47368421,0,39.47368421,0,0,0,0,0
216,138.4666667,30.06626667,2.815333333,0.4808,0.049466667,0.966666667,90.88,,16,17.33333333,13.33333333,5.333333333,0,0,5.333333333,30.66666667,6.666666667,5.333333333
217,130.025974,28.13571429,2.615454545,0.452077922,0.026623377,0.888311688,57.80519481,,11.68831169,32.46753247,11.68831169,0,2.597402597,0,0,41.55844156,0,0
218,144.42,31.3951,2.9463,0.4952,0.0507,0.973,144.14,,13,20,25,5,0,0,5,18,7,7
219,137.2333333,29.83422222,2.809666667,0.441,0.044666667,1.044444444,149.2444444,,13.33333333,15.55555556,30,1.111111111,1.111111111,1.111111111,3.333333333,32.22222222,1.111111111,1.111111111
220,160,35.20857143,3.097142857,0.311428571,0.021428571,0.485714286,223,,0,0,42.85714286,0,57.14285714,0,0,0,0,0
221,125.0094787,27.13218009,2.54985782,0.379099526,0.035781991,0.943127962,111.7298578,,0,28.43601896,23.69668246,0,0,0,0,47.86729858,0,0
222,132.9444444,28.825,2.695555556,0.441666667,0.030555556,0.922222222,129.9444444,,0,38.88888889,27.77777778,0,0,0,0,33.33333333,0,0
223,135.9677419,29.58451613,2.775376344,0.413655914,0.037204301,0.934408602,188.0322581,,8.602150538,20.43010753,39.78494624,0,1.075268817,0,0,27.95698925,1.075268817,1.075268817
224,140.4588235,30.60905882,2.906941176,0.421176471,0.062588235,1.145882353,133.5176471,,10.58823529,10.58823529,23.52941176,2.352941176,2.352941176,2.352941176,3.529411765,32.94117647,5.882352941,5.882352941
225,133,28.82866667,2.694666667,0.446,0.03,0.92,124.8666667,,0,40,26.66666667,0,0,0,0,33.33333333,0,0
226,142,30.720625,2.853125,0.536875,0.021875,0.8875,116.8125,,18.75,37.5,25,0,0,0,0,18.75,0,0
227,148.2666667,32.05066667,3.037333333,0.558666667,0.028666667,0.96,154.2,,13.33333333,40,33.33333333,0,0,0,0,0,0,13.33333333
228,144.4714286,31.23214286,2.894857143,0.563285714,0.019285714,0.877142857,113.4142857,,17.14285714,44.28571429,24.28571429,0,0,0,0,14.28571429,0,0
229,138.0121951,29.82073171,2.768414634,0.529512195,0.021341463,0.885365854,75.25609756,,20.73170732,36.58536585,15.85365854,0,0,0,0,26.82926829,0,0
230,144.8888889,31.3591358,2.911481481,0.545555556,0.021604938,0.886419753,143.4197531,,8.641975309,48.14814815,30.86419753,0,0,0,0,12.34567901,0,0
231,110.375,23.996875,2.268125,0.305,0.059375,1.06875,28.3125,,0,0,0,0,6.25,0,12.5,81.25,0,0
232,138.2297297,29.89851351,2.78,0.509054054,0.023648649,0.894594595,107.7162162,,0,52.7027027,22.97297297,0,0,0,0,24.32432432,0,0
233,137.8735632,29.84091954,2.769310345,0.509310345,0.029885057,0.922988506,96.16091954,,0,45.97701149,18.3908046,0,3.448275862,0,4.597701149,27.5862069,0,0
234,106.6,23.1927,2.2106,0.2508,0.0563,1.01,18.6,,4,0,0,0,2,0,3,85,3,3
235,139.9863014,30.40945205,2.843835616,0.462876712,0.030821918,0.923287671,190.4246575,,13.69863014,24.65753425,41.09589041,0,0,0,0,20.54794521,0,0
236,119.63,26.0103,2.4767,0.3558,0.067,1.075,37.04,,6,0,0,6,0,0,10,65,6,7
237,168.4285714,36.68571429,3.31,0.73,0.085714286,1.185714286,117.4285714,,0,0,0,0,42.85714286,0,57.14285714,0,0,0
238,137.5333333,29.79733333,2.778,0.488,0.026666667,0.906666667,124.6666667,,20,26.66666667,26.66666667,0,0,0,0,26.66666667,0,0
239,143.7432432,31.13202703,2.894594595,0.52527027,0.023648649,0.894594595,156.7972973,,0,52.7027027,33.78378378,0,0,0,0,13.51351351,0,0
240,147.7368421,31.74105263,2.911052632,0.677894737,0.005263158,0.821052632,2.315789474,,15.78947368,73.68421053,0,0,0,0,0,10.52631579,0,0
241,145.5903614,31.51108434,2.927951807,0.559036145,0.024698795,0.913253012,144.0843373,,12.04819277,43.37349398,30.12048193,0,0,0,2.409638554,12.04819277,0,0
242,105.4117647,22.93294118,2.168823529,0.247058824,0.052941176,1.005882353,17.17647059,,0,0,0,0,5.882352941,0,5.882352941,88.23529412,0,0
243,141.6666667,30.76606061,2.859393939,0.506060606,0.04,0.945454545,133.3030303,,24.24242424,15.15151515,24.24242424,0,3.03030303,0,6.060606061,24.24242424,3.03030303,0
244,139.6588235,30.27529412,2.820823529,0.498352941,0.033764706,0.917647059,110.8823529,,15.29411765,29.41176471,21.17647059,0,2.352941176,0,2.352941176,24.70588235,2.352941176,2.352941176
245,149.2485191,32.53717555,2.944396877,0.544413032,0.068268713,1.036537426,80.63247173,,0,0,0,0,36.53742596,0,36.53742596,26.92514809,0,0
246,135.92,29.4056,2.7318,0.4956,0.027,0.906,89.42,,0,48,18,0,2,0,2,30,0,0
247,147.2297297,31.68824324,2.914864865,0.642027027,0.009459459,0.837837838,45.51351351,,0,81.08108108,9.459459459,0,0,0,0,9.459459459,0,0
248,143.925,31.26925,2.94175,0.46825,0.04425,1.08,124.975,,0,37.5,25,2.5,2.5,2.5,0,25,2.5,2.5
249,131.1325301,28.22819277,2.645180723,0.514337349,0.023493976,0.914457831,3.024096386,,0,57.8313253,0,0,0,0,0,36.14457831,0,6.024096386
250,132,28.4275,2.6325,0.5275,0.01875,0.875,3.125,,0,62.5,0,0,0,0,0,37.5,0,0
251,136.1506849,29.51410959,2.755616438,0.464520548,0.028767123,0.915068493,140.5479452,,0,42.46575342,30.1369863,0,0,0,0,27.39726027,0,0
252,139.0991903,30.40291498,2.871093117,0.369331984,0.044574899,0.980364372,300.611336,,12.14574899,0,64.77732794,0.607287449,0.607287449,0,1.012145749,20.24291498,0,0.607287449
253,129.3095238,27.97422619,2.611130952,0.451964286,0.02797619,0.911904762,68.53571429,,8.928571429,35.11904762,14.28571429,0,0,0,0,41.66666667,0,0
254,134.6923077,29.14661538,2.715692308,0.479846154,0.026153846,0.904615385,101.3538462,,0,47.69230769,21.53846154,0,0,0,0,30.76923077,0,0
255,130.4,28.254,2.642,0.442,0.03,0.92,94.6,,20,20,20,0,0,0,0,40,0,0
256,132.9649123,28.76701754,2.68122807,0.475789474,0.026315789,0.905263158,83.22807018,,12.28070175,35.0877193,17.54385965,0,0,0,0,35.0877193,0,0
257,132.52,28.6624,2.6708,0.4768,0.026,0.904,76.2,,12,36,16,0,0,0,0,36,0,0
258,134.2474227,29.09340206,2.709072165,0.464948454,0.03742268,0.917525773,65.13402062,,5.154639175,32.98969072,10.30927835,3.092783505,3.092783505,0,3.092783505,36.08247423,3.092783505,3.092783505
259,130.2470588,28.45729412,2.694352941,0.324823529,0.045294118,0.981176471,250.4117647,,9.411764706,0,54.11764706,0,0,0,0,36.47058824,0,0
260,134.3859649,29.28,2.699122807,0.408596491,0.047368421,0.940350877,111.8596491,,5.263157895,7.01754386,17.54385965,0,17.54385965,0,12.28070175,40.35087719,0,0
261,151.9142857,32.686,3.022571429,0.674,0.013714286,0.871428571,47.2,,0,80,8.571428571,0,2.857142857,0,2.857142857,0,0,5.714285714
262,148.7356322,32.23551724,3.032183908,0.64,0.064367816,1.229885057,187.5172414,,0,28.73563218,29.88505747,0,0,0,28.73563218,12.64367816,0,0
263,146.6510417,31.86942708,2.972447917,0.499479167,0.035052083,0.9203125,193.265625,,10.41666667,28.64583333,39.58333333,2.083333333,2.083333333,0,2.083333333,10.41666667,2.083333333,2.604166667
264,152.3111111,32.794,3.026444444,0.665555556,0.012888889,0.857777778,57.46666667,,0,77.77777778,11.11111111,2.222222222,2.222222222,0,2.222222222,0,0,4.444444444
